timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1653878486004,280146,HTTP Request,200,,查询测试 1-7,text,true,,60342,151,10,10,http://127.0.0.1:38082/militaryship/query/militaryship,280144,0,1
1653878486203,279947,HTTP Request,200,,查询测试 1-9,text,true,,60342,151,10,10,http://127.0.0.1:38082/militaryship/query/militaryship,279945,0,1
1653878486303,279847,HTTP Request,200,,查询测试 1-10,text,true,,60342,151,10,10,http://127.0.0.1:38082/militaryship/query/militaryship,279845,0,1
1653878766152,21,HTTP Request,200,,查询测试 1-10,text,true,,60342,151,10,10,http://127.0.0.1:38082/militaryship/query/militaryship,20,0,1
1653878766152,23,HTTP Request,200,,查询测试 1-7,text,true,,60342,151,10,10,http://127.0.0.1:38082/militaryship/query/militaryship,23,0,1
1653878766152,32,HTTP Request,200,,查询测试 1-9,text,true,,60342,151,10,10,http://127.0.0.1:38082/militaryship/query/militaryship,32,0,1
1653878766173,16,HTTP Request,200,,查询测试 1-10,text,true,,60342,151,10,10,http://127.0.0.1:38082/militaryship/query/militaryship,16,0,0
1653878766175,16,HTTP Request,200,,查询测试 1-7,text,true,,60342,151,10,10,http://127.0.0.1:38082/militaryship/query/militaryship,15,0,0
1653878766185,13,HTTP Request,200,,查询测试 1-9,text,true,,60342,151,10,10,http://127.0.0.1:38082/militaryship/query/militaryship,13,0,0
1653878766189,16,HTTP Request,200,,查询测试 1-10,text,true,,60342,151,10,10,http://127.0.0.1:38082/militaryship/query/militaryship,15,0,0
1653878766191,16,HTTP Request,200,,查询测试 1-7,text,true,,60342,151,10,10,http://127.0.0.1:38082/militaryship/query/militaryship,16,0,0
1653878766198,11,HTTP Request,200,,查询测试 1-9,text,true,,60342,151,10,10,http://127.0.0.1:38082/militaryship/query/militaryship,11,0,0
1653878766205,13,HTTP Request,200,,查询测试 1-10,text,true,,60342,151,10,10,http://127.0.0.1:38082/militaryship/query/militaryship,13,0,0
1653878766208,14,HTTP Request,200,,查询测试 1-7,text,true,,60342,151,10,10,http://127.0.0.1:38082/militaryship/query/militaryship,14,0,0
1653878766209,15,HTTP Request,200,,查询测试 1-9,text,true,,60342,151,10,10,http://127.0.0.1:38082/militaryship/query/militaryship,15,0,0
1653878766218,20,HTTP Request,200,,查询测试 1-10,text,true,,60342,151,10,10,http://127.0.0.1:38082/militaryship/query/militaryship,20,0,0
1653878766222,24,HTTP Request,200,,查询测试 1-7,text,true,,60342,151,10,10,http://127.0.0.1:38082/militaryship/query/militaryship,24,0,0
1653878766224,25,HTTP Request,200,,查询测试 1-9,text,true,,60342,151,10,10,http://127.0.0.1:38082/militaryship/query/militaryship,25,0,0
1653878766238,26,HTTP Request,200,,查询测试 1-10,text,true,,60342,151,10,10,http://127.0.0.1:38082/militaryship/query/militaryship,26,0,0
1653878766246,20,HTTP Request,200,,查询测试 1-7,text,true,,60342,151,10,10,http://127.0.0.1:38082/militaryship/query/militaryship,20,0,0
1653878766250,18,HTTP Request,200,,查询测试 1-9,text,true,,60342,151,10,10,http://127.0.0.1:38082/militaryship/query/militaryship,18,0,0
1653878766265,13,HTTP Request,200,,查询测试 1-10,text,true,,60342,151,10,10,http://127.0.0.1:38082/militaryship/query/militaryship,13,0,0
1653878766266,14,HTTP Request,200,,查询测试 1-7,text,true,,60342,151,10,10,http://127.0.0.1:38082/militaryship/query/militaryship,14,0,0
1653878766268,15,HTTP Request,200,,查询测试 1-9,text,true,,60342,151,10,10,http://127.0.0.1:38082/militaryship/query/militaryship,15,0,0
1653878766279,12,HTTP Request,200,,查询测试 1-10,text,true,,60342,151,10,10,http://127.0.0.1:38082/militaryship/query/militaryship,12,0,0
1653878766281,13,HTTP Request,200,,查询测试 1-7,text,true,,60342,151,10,10,http://127.0.0.1:38082/militaryship/query/militaryship,13,0,0
1653878766283,16,HTTP Request,200,,查询测试 1-9,text,true,,60342,151,10,10,http://127.0.0.1:38082/militaryship/query/militaryship,15,0,0
1653878766292,16,HTTP Request,200,,查询测试 1-10,text,true,,60342,151,10,10,http://127.0.0.1:38082/militaryship/query/militaryship,16,0,0
1653878766295,15,HTTP Request,200,,查询测试 1-7,text,true,,60342,151,10,10,http://127.0.0.1:38082/militaryship/query/militaryship,14,0,0
1653878766299,13,HTTP Request,200,,查询测试 1-9,text,true,,60342,151,10,10,http://127.0.0.1:38082/militaryship/query/militaryship,13,0,0
1653878766308,10,HTTP Request,200,,查询测试 1-10,text,true,,60342,151,10,10,http://127.0.0.1:38082/militaryship/query/militaryship,10,0,0
1653878766310,14,HTTP Request,200,,查询测试 1-7,text,true,,60342,151,10,10,http://127.0.0.1:38082/militaryship/query/militaryship,14,0,0
1653878766313,14,HTTP Request,200,,查询测试 1-9,text,true,,60342,151,10,10,http://127.0.0.1:38082/militaryship/query/militaryship,14,0,0
1653878766319,10,HTTP Request,200,,查询测试 1-10,text,true,,60342,151,10,10,http://127.0.0.1:38082/militaryship/query/militaryship,10,0,0
1653878485806,280548,HTTP Request,200,,查询测试 1-5,text,true,,60342,151,10,10,http://127.0.0.1:38082/militaryship/query/militaryship,280548,0,0
1653878766324,34,HTTP Request,200,,查询测试 1-7,text,true,,60342,151,10,10,http://127.0.0.1:38082/militaryship/query/militaryship,34,0,0
1653878766328,33,HTTP Request,200,,查询测试 1-9,text,true,,60342,151,10,10,http://127.0.0.1:38082/militaryship/query/militaryship,33,0,0
1653878485480,280883,HTTP Request,200,,查询测试 1-1,text,true,,60342,151,10,10,http://127.0.0.1:38082/militaryship/query/militaryship,280883,0,16
1653878766329,38,HTTP Request,200,,查询测试 1-10,text,true,,60342,151,10,10,http://127.0.0.1:38082/militaryship/query/militaryship,38,0,0
1653878766355,28,HTTP Request,200,,查询测试 1-5,text,true,,60342,151,10,10,http://127.0.0.1:38082/militaryship/query/militaryship,28,0,0
1653878766358,29,HTTP Request,200,,查询测试 1-7,text,true,,60342,151,10,10,http://127.0.0.1:38082/militaryship/query/militaryship,29,0,0
1653878766361,28,HTTP Request,200,,查询测试 1-9,text,true,,60342,151,10,10,http://127.0.0.1:38082/militaryship/query/militaryship,28,0,0
1653878766365,27,HTTP Request,200,,查询测试 1-1,text,true,,60342,151,10,10,http://127.0.0.1:38082/militaryship/query/militaryship,27,0,0
1653878766368,26,HTTP Request,200,,查询测试 1-10,text,true,,60342,151,10,10,http://127.0.0.1:38082/militaryship/query/militaryship,26,0,0
